Source,Target,Cost
agg0,pro1,5
agg0,pro2,5
agg0,pro3,5
agg0,pro4,5
agg0,pro5,5
agg0,pro6,5
agg0,pro7,5
agg0,pro8,5
agg0,pro9,5
agg0,pro0,5
agg0,pro103,9
agg0,pro107,9
agg0,pro102,9
agg0,pro59,9
agg0,pro58,9
agg0,pro150,9
agg0,pro151,9
agg0,pro152,9
agg0,pro153,9
agg0,pro154,9
agg0,pro155,9
agg0,pro156,9
agg0,pro157,9
agg0,pro158,9
agg0,pro159,9
agg0,pro57,9
agg0,pro56,9
agg0,pro55,9
agg0,pro54,9
agg0,pro53,9
agg0,pro52,9
agg0,pro51,9
agg0,pro50,9
agg0,pro101,9
agg0,pro100,9
agg0,pro104,9
agg0,pro109,9
agg0,pro108,9
agg0,pro105,9
agg0,pro106,9
agg0,pro43,10
agg0,pro36,10
agg0,pro37,10
agg0,pro38,10
agg0,pro39,10
agg0,pro40,10
agg0,pro41,10
agg0,pro42,10
agg0,pro35,10
agg0,pro44,10
agg0,pro45,10
agg0,pro46,10
agg0,pro47,10
agg0,pro48,10
agg0,pro49,10
agg0,pro98,10
agg0,pro26,10
agg0,pro199,10
agg0,pro99,10
agg0,pro20,10
agg0,pro21,10
agg0,pro22,10
agg0,pro23,10
agg0,pro24,10
agg0,pro25,10
agg0,pro96,10
agg0,pro27,10
agg0,pro28,10
agg0,pro29,10
agg0,pro30,10
agg0,pro31,10
agg0,pro32,10
agg0,pro33,10
agg0,pro34,10
agg0,pro79,10
agg0,pro61,10
agg0,pro62,10
agg0,pro63,10
agg0,pro64,10
agg0,pro65,10
agg0,pro66,10
agg0,pro67,10
agg0,pro68,10
agg0,pro69,10
agg0,pro60,10
agg0,pro70,10
agg0,pro71,10
agg0,pro72,10
agg0,pro73,10
agg0,pro74,10
agg0,pro75,10
agg0,pro76,10
agg0,pro77,10
agg0,pro88,10
agg0,pro78,10
agg0,pro95,10
agg0,pro94,10
agg0,pro93,10
agg0,pro92,10
agg0,pro91,10
agg0,pro90,10
agg0,pro89,10
agg0,pro97,10
agg0,pro87,10
agg0,pro86,10
agg0,pro85,10
agg0,pro84,10
agg0,pro83,10
agg0,pro82,10
agg0,pro81,10
agg0,pro80,10
agg0,pro139,10
agg0,pro129,10
agg0,pro13,10
agg0,pro130,10
agg0,pro131,10
agg0,pro132,10
agg0,pro133,10
agg0,pro134,10
agg0,pro135,10
agg0,pro136,10
agg0,pro137,10
agg0,pro138,10
agg0,pro128,10
agg0,pro14,10
agg0,pro140,10
agg0,pro141,10
agg0,pro142,10
agg0,pro143,10
agg0,pro144,10
agg0,pro145,10
agg0,pro146,10
agg0,pro147,10
agg0,pro148,10
agg0,pro118,10
agg0,pro10,10
agg0,pro11,10
agg0,pro110,10
agg0,pro111,10
agg0,pro112,10
agg0,pro113,10
agg0,pro114,10
agg0,pro115,10
agg0,pro116,10
agg0,pro117,10
agg0,pro149,10
agg0,pro119,10
agg0,pro12,10
agg0,pro120,10
agg0,pro121,10
agg0,pro122,10
agg0,pro123,10
agg0,pro124,10
agg0,pro125,10
agg0,pro126,10
agg0,pro127,10
agg0,pro188,10
agg0,pro179,10
agg0,pro18,10
agg0,pro180,10
agg0,pro181,10
agg0,pro182,10
agg0,pro183,10
agg0,pro184,10
agg0,pro185,10
agg0,pro186,10
agg0,pro187,10
agg0,pro178,10
agg0,pro189,10
agg0,pro19,10
agg0,pro190,10
agg0,pro191,10
agg0,pro192,10
agg0,pro193,10
agg0,pro194,10
agg0,pro195,10
agg0,pro196,10
agg0,pro197,10
agg0,pro168,10
agg0,pro15,10
agg0,pro16,10
agg0,pro160,10
agg0,pro161,10
agg0,pro162,10
agg0,pro163,10
agg0,pro164,10
agg0,pro165,10
agg0,pro166,10
agg0,pro167,10
agg0,pro198,10
agg0,pro169,10
agg0,pro17,10
agg0,pro170,10
agg0,pro171,10
agg0,pro172,10
agg0,pro173,10
agg0,pro174,10
agg0,pro175,10
agg0,pro176,10
agg0,pro177,10
agg1,pro14,5
agg1,pro10,5
agg1,pro12,5
agg1,pro18,5
agg1,pro17,5
agg1,pro16,5
agg1,pro19,5
agg1,pro13,5
agg1,pro15,5
agg1,pro11,5
agg1,pro119,9
agg1,pro118,9
agg1,pro60,9
agg1,pro61,9
agg1,pro62,9
agg1,pro63,9
agg1,pro64,9
agg1,pro65,9
agg1,pro66,9
agg1,pro67,9
agg1,pro68,9
agg1,pro69,9
agg1,pro169,9
agg1,pro164,9
agg1,pro163,9
agg1,pro162,9
agg1,pro161,9
agg1,pro160,9
agg1,pro165,9
agg1,pro166,9
agg1,pro167,9
agg1,pro168,9
agg1,pro110,9
agg1,pro111,9
agg1,pro112,9
agg1,pro113,9
agg1,pro114,9
agg1,pro115,9
agg1,pro116,9
agg1,pro117,9
agg1,pro42,10
agg1,pro51,10
agg1,pro52,10
agg1,pro50,10
agg1,pro5,10
agg1,pro36,10
agg1,pro189,10
agg1,pro24,10
agg1,pro25,10
agg1,pro26,10
agg1,pro27,10
agg1,pro28,10
agg1,pro29,10
agg1,pro3,10
agg1,pro30,10
agg1,pro31,10
agg1,pro32,10
agg1,pro33,10
agg1,pro34,10
agg1,pro35,10
agg1,pro49,10
agg1,pro37,10
agg1,pro38,10
agg1,pro39,10
agg1,pro4,10
agg1,pro40,10
agg1,pro41,10
agg1,pro23,10
agg1,pro43,10
agg1,pro44,10
agg1,pro45,10
agg1,pro46,10
agg1,pro47,10
agg1,pro48,10
agg1,pro90,10
agg1,pro81,10
agg1,pro82,10
agg1,pro83,10
agg1,pro84,10
agg1,pro85,10
agg1,pro86,10
agg1,pro87,10
agg1,pro88,10
agg1,pro89,10
agg1,pro9,10
agg1,pro80,10
agg1,pro91,10
agg1,pro92,10
agg1,pro93,10
agg1,pro94,10
agg1,pro95,10
agg1,pro96,10
agg1,pro97,10
agg1,pro98,10
agg1,pro99,10
agg1,pro71,10
agg1,pro54,10
agg1,pro55,10
agg1,pro56,10
agg1,pro57,10
agg1,pro58,10
agg1,pro59,10
agg1,pro6,10
agg1,pro7,10
agg1,pro70,10
agg1,pro53,10
agg1,pro72,10
agg1,pro73,10
agg1,pro74,10
agg1,pro75,10
agg1,pro76,10
agg1,pro77,10
agg1,pro78,10
agg1,pro79,10
agg1,pro8,10
agg1,pro140,10
agg1,pro130,10
agg1,pro131,10
agg1,pro132,10
agg1,pro133,10
agg1,pro134,10
agg1,pro135,10
agg1,pro136,10
agg1,pro137,10
agg1,pro138,10
agg1,pro139,10
agg1,pro129,10
agg1,pro141,10
agg1,pro142,10
agg1,pro143,10
agg1,pro144,10
agg1,pro145,10
agg1,pro146,10
agg1,pro147,10
agg1,pro148,10
agg1,pro149,10
agg1,pro150,10
agg1,pro109,10
agg1,pro1,10
agg1,pro100,10
agg1,pro101,10
agg1,pro102,10
agg1,pro103,10
agg1,pro104,10
agg1,pro105,10
agg1,pro106,10
agg1,pro107,10
agg1,pro108,10
agg1,pro151,10
agg1,pro120,10
agg1,pro121,10
agg1,pro122,10
agg1,pro123,10
agg1,pro124,10
agg1,pro125,10
agg1,pro126,10
agg1,pro127,10
agg1,pro128,10
agg1,pro193,10
agg1,pro183,10
agg1,pro184,10
agg1,pro185,10
agg1,pro186,10
agg1,pro187,10
agg1,pro188,10
agg1,pro0,10
agg1,pro190,10
agg1,pro191,10
agg1,pro192,10
agg1,pro182,10
agg1,pro194,10
agg1,pro195,10
agg1,pro196,10
agg1,pro197,10
agg1,pro198,10
agg1,pro199,10
agg1,pro2,10
agg1,pro20,10
agg1,pro21,10
agg1,pro172,10
agg1,pro152,10
agg1,pro153,10
agg1,pro154,10
agg1,pro155,10
agg1,pro156,10
agg1,pro157,10
agg1,pro158,10
agg1,pro159,10
agg1,pro170,10
agg1,pro171,10
agg1,pro22,10
agg1,pro173,10
agg1,pro174,10
agg1,pro175,10
agg1,pro176,10
agg1,pro177,10
agg1,pro178,10
agg1,pro179,10
agg1,pro180,10
agg1,pro181,10
agg10,pro100,5
agg10,pro101,5
agg10,pro102,5
agg10,pro103,5
agg10,pro104,5
agg10,pro105,5
agg10,pro106,5
agg10,pro107,5
agg10,pro108,5
agg10,pro109,5
agg10,pro153,9
agg10,pro158,9
agg10,pro154,9
agg10,pro155,9
agg10,pro156,9
agg10,pro157,9
agg10,pro53,9
agg10,pro152,9
agg10,pro151,9
agg10,pro150,9
agg10,pro58,9
agg10,pro59,9
agg10,pro6,9
agg10,pro7,9
agg10,pro159,9
agg10,pro57,9
agg10,pro56,9
agg10,pro55,9
agg10,pro54,9
agg10,pro1,9
agg10,pro52,9
agg10,pro51,9
agg10,pro50,9
agg10,pro5,9
agg10,pro4,9
agg10,pro3,9
agg10,pro2,9
agg10,pro8,9
agg10,pro9,9
agg10,pro0,9
agg10,pro42,10
agg10,pro36,10
agg10,pro37,10
agg10,pro38,10
agg10,pro39,10
agg10,pro98,10
agg10,pro40,10
agg10,pro41,10
agg10,pro35,10
agg10,pro43,10
agg10,pro44,10
agg10,pro45,10
agg10,pro46,10
agg10,pro47,10
agg10,pro48,10
agg10,pro49,10
agg10,pro97,10
agg10,pro26,10
agg10,pro199,10
agg10,pro99,10
agg10,pro20,10
agg10,pro21,10
agg10,pro22,10
agg10,pro23,10
agg10,pro24,10
agg10,pro25,10
agg10,pro95,10
agg10,pro27,10
agg10,pro28,10
agg10,pro29,10
agg10,pro30,10
agg10,pro31,10
agg10,pro32,10
agg10,pro33,10
agg10,pro34,10
agg10,pro68,10
agg10,pro60,10
agg10,pro61,10
agg10,pro62,10
agg10,pro63,10
agg10,pro64,10
agg10,pro65,10
agg10,pro66,10
agg10,pro67,10
agg10,pro78,10
agg10,pro69,10
agg10,pro77,10
agg10,pro70,10
agg10,pro71,10
agg10,pro72,10
agg10,pro73,10
agg10,pro74,10
agg10,pro75,10
agg10,pro87,10
agg10,pro76,10
agg10,pro94,10
agg10,pro93,10
agg10,pro92,10
agg10,pro91,10
agg10,pro90,10
agg10,pro89,10
agg10,pro88,10
agg10,pro96,10
agg10,pro86,10
agg10,pro85,10
agg10,pro84,10
agg10,pro83,10
agg10,pro82,10
agg10,pro81,10
agg10,pro80,10
agg10,pro79,10
agg10,pro139,10
agg10,pro129,10
agg10,pro13,10
agg10,pro130,10
agg10,pro131,10
agg10,pro132,10
agg10,pro133,10
agg10,pro134,10
agg10,pro135,10
agg10,pro136,10
agg10,pro137,10
agg10,pro138,10
agg10,pro128,10
agg10,pro14,10
agg10,pro140,10
agg10,pro141,10
agg10,pro142,10
agg10,pro143,10
agg10,pro144,10
agg10,pro145,10
agg10,pro146,10
agg10,pro147,10
agg10,pro148,10
agg10,pro118,10
agg10,pro10,10
agg10,pro11,10
agg10,pro110,10
agg10,pro111,10
agg10,pro112,10
agg10,pro113,10
agg10,pro114,10
agg10,pro115,10
agg10,pro116,10
agg10,pro117,10
agg10,pro149,10
agg10,pro119,10
agg10,pro12,10
agg10,pro120,10
agg10,pro121,10
agg10,pro122,10
agg10,pro123,10
agg10,pro124,10
agg10,pro125,10
agg10,pro126,10
agg10,pro127,10
agg10,pro188,10
agg10,pro179,10
agg10,pro18,10
agg10,pro180,10
agg10,pro181,10
agg10,pro182,10
agg10,pro183,10
agg10,pro184,10
agg10,pro185,10
agg10,pro186,10
agg10,pro187,10
agg10,pro178,10
agg10,pro189,10
agg10,pro19,10
agg10,pro190,10
agg10,pro191,10
agg10,pro192,10
agg10,pro193,10
agg10,pro194,10
agg10,pro195,10
agg10,pro196,10
agg10,pro197,10
agg10,pro168,10
agg10,pro15,10
agg10,pro16,10
agg10,pro160,10
agg10,pro161,10
agg10,pro162,10
agg10,pro163,10
agg10,pro164,10
agg10,pro165,10
agg10,pro166,10
agg10,pro167,10
agg10,pro198,10
agg10,pro169,10
agg10,pro17,10
agg10,pro170,10
agg10,pro171,10
agg10,pro172,10
agg10,pro173,10
agg10,pro174,10
agg10,pro175,10
agg10,pro176,10
agg10,pro177,10
agg11,pro119,5
agg11,pro118,5
agg11,pro117,5
agg11,pro116,5
agg11,pro115,5
agg11,pro114,5
agg11,pro113,5
agg11,pro112,5
agg11,pro111,5
agg11,pro110,5
agg11,pro61,9
agg11,pro19,9
agg11,pro60,9
agg11,pro14,9
agg11,pro15,9
agg11,pro62,9
agg11,pro63,9
agg11,pro64,9
agg11,pro13,9
agg11,pro65,9
agg11,pro66,9
agg11,pro67,9
agg11,pro18,9
agg11,pro68,9
agg11,pro69,9
agg11,pro166,9
agg11,pro164,9
agg11,pro10,9
agg11,pro163,9
agg11,pro162,9
agg11,pro161,9
agg11,pro160,9
agg11,pro16,9
agg11,pro165,9
agg11,pro167,9
agg11,pro168,9
agg11,pro169,9
agg11,pro11,9
agg11,pro12,9
agg11,pro17,9
agg11,pro42,10
agg11,pro5,10
agg11,pro50,10
agg11,pro51,10
agg11,pro52,10
agg11,pro36,10
agg11,pro189,10
agg11,pro24,10
agg11,pro25,10
agg11,pro26,10
agg11,pro27,10
agg11,pro28,10
agg11,pro29,10
